"case_id","title","source","industry","year","case_text"
"28","Transformative Turnaround Strategy: Mahindra and Mahindra BPR Exercise","Indian Business Case Studies Volume IV (Oxford University Press, 2022)","Automobile/Operations","2022","CASE: This case will examine the reason behind M&M decision to implement a
Business Process Re-​engineering (BPR) programme and the benefits that
BPR programme can offer to an organization with effective implemen-
tation. This case will elaborate on the concept of BPR and the steps that
need to be taken to ensure the success of such initiative. The Case Details It was in the beginning of 1994, that the senior executives at M&M Nasik
unit, started to hear a near whispering news about a major change of Institutes, Pune, India 2022. guards at the top level of the organization, which would mean to many,
a near radical change in the styles of management, especially since there
was no one being recruited from outside, but persons known to all from
the same group, shifting over to new assignments across the group com-
panies. This was supposed to be the first major restructuring exercise
in the history of the M&M group, over a very long period of time. This
whisper got louder and stronger day by day and in May 1994, a long
meeting at the group head office at the Gateway building in Mumbai, be-
tween the board members and the CEOs of different group companies, let
the ‘cat out of the bag’. And a major restructuring of the entire group not
only of the senior level executives but also of the vertical restructuring at
the business levels was decided. Thus came the renaming of the SUV (the Jeeps division) division, as
the Auto Sector and the tractor division as the Farm Equipment Sector,
the other units were clubbed into relevant sectors with clear product and
operational level responsibilities. Simultaneously, the major ‘strategic ob-
jectives’ of the restructuring were also communicated to the concerned
across the group companies. Basically the two sectors, the Auto Sector
and the Farm Equipment Sector underwent major reshuffles at the very
senior levels, each sector headed by an ED, like the ED-​Auto Sector and
ED-​Farm Equipment Sector, etc. The major objectives of the restructuring were to define and formulate,
separate business strategies for each of the sectors, based on individual
core strengths and critical business drivers versus available as also po-
tential success factors (CSFs). The overall objective being rationalization
of group activities towards achieving excellence at the sectoral perform-
ance. These objectives in business terms translated as: 1) Achieve leadership position in each of market segments, in which M&M is a player of prominence. 2) Set out se || SOLUTION: Truly M&Ms’ is a real story of enviable growth in all aspects of the group
business. This case offers both concepts of ‘retrospect’ and also ‘prospects’
for current business. Those engaged in strategic management and corporate planning along
with the critics of Indian entrepreneurial capabilities to sit up and take
notice of the possibilities in organizational developments, achievable
through mobilizing and electrifying the human resources to achieve suc-
cess in spite of the mountainous obstacles. It is very difficult to make even a rough guess as to attribute possible
size scenario of the Mighty Mahindra’s (M&M to be appropriate) in the
years and decades to come in the global business. As the MD of M&M
says in all its recent endeavours to grow, and mention that they are not
arrogant nor over confident but doing things as per their normal plans
and gut feels."
"29","One versus Many: Product Branding Strategy","Indian Business Case Studies Volume IV (Oxford University Press, 2022)","Marketing/Branding","2022","CASE: Choice of umbrella or corporate branding as against product branding
depends upon the nature and type of the product, how frequent is the
requirement of changes in its features, design, etc. Each of the branding
strategy has its own merits and demerits. The company has to decide
which strategy is suitable for its products and its overall aptitude. With umbrella brands, one is investing in just a single brand and
leveraging its equity across various categories. In the long run, one can
economize advertising and new launch costs on the back of this invest-
ment. It is not always possible to make the parent brand reach out to every
segment or category of consumer. Different sections want different things
and one must strategies based on that. Institutes, Pune, India 2022. The Case Study The standard view of business growth is that growth is always good,
bigger is always better and that companies must grow or die. While every
company aspires to grow its business, an expanding business brings with
it a host of new risks: too many people, too many locations, too many
products, and, at times, too many brands to contend with. At least for marketing managers the choice is clear: they have to decide
whether they prefer the simplicity of unified or umbrella branding or the
frenetic juggling of a multi-​brand portfolio. The choice appears simple
but it is not one that can be settled by the flip of a coin, or the roll of a dice.
The decision regarding the number of brands to be retained is closely
linked to an analysis of the brand’s function in its respective market.
‘Every market can be segmented, by product, customer expectation or
type of clientele.’ This does not mean, though, that a market divided into six segments,
for example, should necessarily call for six brands. This depends on their
function (do we need endorsing, umbrella, range or product brands?). Many companies adopt the umbrella branding practice wherein
similar or related products are sold under a single brand. The umbrella
branding strategy is based on simple logic that the established brand
name will create the same psychological impact about the quality, reli-
ability of different products under the brand. Umbrella branding is a strategy used effectively by some of the largest
corporations. They can take success in one product category, and leverage
it to launch into an adjacent category, growing revenue. A company will spend time and money-​making people aware of a
brand and communicating what th || SOLUTION: When you use corporate branding, you need a general message. Since the
brand is company-​wide, it needs to capture everything that your com-
pany stands for. It needs to capture the spirit of your company in your
marketing materials. The corporate branding marketing message needs
to not only be strong but also widespread for your customers and your
stakeholders. When you use product branding, the messaging is narrower. You
will want your brand to extol the qualities of your product. You will also
want your product brand to stand out from other similar products in the
market. Whatever you go for, however, the focus of your branding at the
end of the day is the product. The product is the centre of your marketing
efforts. Choice of umbrella or corporate branding as against product
branding depends upon the nature and type of the product, how fre-
quent is the requirement of changes in its features, design etc. Each of
the branding strategy has its own merits and demerits. The company
has to decide which strategy is suitable for its products and its overall
aptitude. In case of corporate brand or umbrella brand the company wants to go
in one direction over a longer period of time, whe"
"30","E-mobility: From Current to Future in E-automobility","Indian Business Case Studies Volume IV (Oxford University Press, 2022)","Automobile/Technology","2022","CASE: When one looks back at the year that went by and what it meant for EVs
in India, it largely epitomized chaos and confusion on the policy front. It
was a time when fence-​sitters were still wondering if it is the right time
to get into the EV business. However, some of the old diehards like Sun
Mobility. Hero Electric and Mahindra & Mahindra continued to fiercely pursue
their passion as if they had already factored policy indecisiveness into
their strategies! It was also a year when start-​ups such as Ather, Zoomcar, Vogo, and
Lithium Balance aggressively ventured into the development of differ-
entiated products as well as into smart connectivity, bike sharing/​rental,
bike taxis, and deliveries. New and big names from unrelated businesses
right from the Essel group and Modis to the Mittals and Kalyanis also
brushed the fringes of the EV arena with their foot-​in-​the-​door strategies. Institutes, Pune, India 2022. The initiative by the state-​run Energy Efficiency Services Limited
(EESL) deserves special mention for the right intentions but not so right
planning. Entry-​level electric cars are not meant to run for long distances
and rough/​tough usage and that’s what these cars ended up being sub-
jected to, prematurely calling off the experiment. With oil prices on the rise and pollution becoming a huge challenge
to contend with in some big cities, the clamour for EVs as a solution for
clean air got louder. While Karnataka and Telangana announced big fiscal
sops to promote EVs, other states like Maharashtra, Uttar Pradesh, and
Punjab followed suit with a lot of noise but no serious follow-​ups. Some
like Delhi were late risers but had no choice but to join the bandwagon
when November pollution levels went out of control and they came up
with grandiose ideas. Others have still to rise to the occasion and do their
bit in cleaning up the environment. The Policy Front Even if the policy front was confusing, it wouldn’t be fair to label the ef-
forts of the decision-​makers as random or erratic. Six ministries (and
dozens within them) were continuously wracking their brains to find the
right solution for putting e-​mobility on the high growth trajectory. Needless to add, there was extensive lobbying by those with vested
interests. Despite all this pressure, the people entrusted with the policy
did indeed give their valued inputs that were practical and rational. By
the end of the day, good sense prevailed and the latter part of 2018 saw
a positive and cohesiv || SOLUTION: E-​mobility has slowly raised in the market facing the problems compared
with the other vehicles. EVs are higher in cost but how can it be managed
or affordable to common man. If we want to decrease our personal im-
pact on the environment through transport, then an EV is the way for-
ward. The electric engine within an EV operates on a closed circuit, so
an electric car does not emit any of the gases often associated with global
warming. Electric cars are lighter, and—​as all of their power is generated from a
standing start their acceleration capability can surprise. Petrol and diesel
engines can require expensive engine maintenance over their lifetimes—​
EVs don’t. EV is likely to have lower long-​term maintenance costs than
other vehicles. The increased popularity of EVs also means more options to choose
from for the car itself. There are more affordable electric car options avail-
able now than ever before, like the Nissan Leaf and the Renault Zoe, with
some of the most popular petrol and diesel models also available in an
electric version, such as the Volkswagen eGolf."
"31","What Really Went Wrong with Snapdeal? Failure of a Promising E-commerce Startup","Indian Business Case Studies Volume IV (Oxford University Press, 2022)","E-commerce/Entrepreneurship","2022","CASE: Beleaguered online marketplace Snapdeal is going through trou-
bled breaks. Struggling to raise fresh capital, confuting against in-
ternal conflicts, once an e-​commerce major Snapdeal has decided
to stop all non-​core actions, reduce costs, and handover pink slips
to employees to turn cost-​effective. Earlier Snapdeal was the second
best alternative for people after Flipkart but the emergence and rapid
growth of Amazon gave people a better alternative. When Amazon
entered in 2016 with an additional $3 billion investment in India, it
made clear its intention to dominate the Indian market and pose a
massive challenge for home ground e-​commerce companies, among
which Snapdeal became extremely unhappy and didn’t keep up the
tempo. Institutes, Pune, India 2022. Recently, the brand saw the brunt of Snapchat CEO’s ‘poor India’ com-
ment and lost its brand image due to confusion. Previously the start-​up
had gone almost through the similar situation; getting blowback from
Aamir Khan Controversy. Here, in this case study, we will get to know
the mistakes made by Snapdeal, raising a valid question of what is wrong
with the Indian start-​up. Snapdeal Founders Admit Their Mistakes—​What Went Wrong? Indian e-​commerce portal Snapdeal’s management has said it has made
mistakes like many of its industry peers, failed in some aspects of its busi-
ness, which have led to some tough decisions as part of its goal to become
a more lucrative business in the next two years. Execution Errors Over the last two to three years, with funding coming into the market,
Snapdeal like many in the industry started making mistakes, the foun-
ders said. ‘Has our company and industry been going through a troubled
time? Absolutely. Did we make errors in our execution? No doubt about
that.’—​Kunal Bahl, Snapdeal Founder. An Imitator in Business One huge problem with Indian start-​ups is that very few companies are
true innovators and mostly are copycats. The approach signifies picking
up a model working in the US or Europe and to duplicate it in India. They
end up putting colossal amount in these business models. This copying
approach works really well in China as they are a secured market. The
foreign players are banned out there and the economy knows to create re-
placements. However, India is an open country and players like Amazon,
eBay, Uber have a free run to come and here. Thus, a simple copycat
strategy is not supposed to work for long. What really went wrong with Snapdeal? 131 The b || SOLUTION: Inventions can’t work without a decent business model. Sources claim
that Alibaba would enter the scene by merging Snapdeal and Paytm’s e-​
commerce portal. The next trend of start-​ups has now initiated. In the
backdrop of high valuations and lack of success shown by many players in
the e-​commerce sector will take a backseat now and many venture capit-
alist will start to focus on start-​ups. Recent proposal of Flipkart acquiring Snapdeal also fell through
due to poor valuation of Snapdeal (Snapdeal’s expectation of $ 6Bllion
versus Flipkart’s offer of $ 1.6 billion. This also was escalated due to Soft
Banks Intervention of $ 2.6Billion in Snapdeal which literally drove away
Flipkart from acquiring Snapdeal. What is in store for Snapdeal in future
is any bodies guess. Snapdeal has sold its logistics arm Vulcon Express to the Future group
in an all cash deal valued at 5.5 million. It has also sold its digital payment
platform Freecharge to axis bank for Rs 385 crores. Recently, founders What really went wrong with Snapdeal? 135
Kunal Bahl and Rohit Bansal had informed employees that the company
has been cash flow positive in June 2018 which means that the company
is now earning mo"
"32","The BSNL Saga: Collapse of BSNL Telecom in Public Sector","Indian Business Case Studies Volume IV (Oxford University Press, 2022)","Telecom/Strategy","2022","CASE: It is often said that in India ‘The government has no business to be in busi-
ness’. All exercises done by several governments at the centre so far have
not been able to see consistent success in majority of the PSUs. The main
reason for not focusing on business credentials is perhaps the lack of push
and follow up from professional business management approach even for
survival, leave alone a growth strategy. Besides any action of turnaround
or restructuring are considered detrimental to the government in en-
suring success at the ballot box. Alternatively these are considered as po-
tential opportunities to generate revenues for the government in terms of
disinvestments and collecting huge funds for revenue generation targets
to meet the government’s budgetary commitments. The speed of technological disruption in telecom industry is perhaps
the severest amongst all industries in India and also in global markets.
While private organizations are aware of the impact of disruptive techno-
logical changes, the Government is not very sure of meeting such chal-
lenges by concerned PSUs. Hence, allowing technological obsolescence Institutes, Pune, India 2022. to worsen the distressing situations at PSUs such as BSNL has rendered
the unit to be put on the list of sick units. Revival of the Sick? Bharat Sanchar Nigam Limited (BSNL) officers’ group has warned that
things may go out of hand, and the state-​controlled telco would not
survive for long unless the central government takes a decision on the
telco’s revival and facilitates a soft loan for capital as well as operational
expenses. ‘The situation is worsening and if a decision is not taken by the PMO,
and a soft loan is not provided to meet Capex and Opex, BSNL will not
last long. We have already apprised the concerned in Central Government
of the situation,’ said Sanchar Nigam Executives Association (SNEA)
President Aftab Ahmad Khan. Khan further said that the BSNL offi-
cers have informed the country’s top office about the situation which is
deteriorating every passing day, and the decision-​making within the gov-
ernment remains slow. The Department of Telecommunications (DoT), according to him, has
also not even released a credit worth Rs 3,300 crore since the Presidential
Sanction it was granted back in March this year, after the delayed salary
disbursement for the first time. Some of the executives’ demands in-
cluded allowing bank loan till the time of land monetization, allocation of
4G airwaves, and || SOLUTION: The government is taking steps to make public sector BSNL more com-
petitive and these include up-​gradation of technology and capital infu-
sion. BSNL has inherited legacy issues and steps are being taken to make
BSNL more competitive. ‘To ensure stability in the Telecom sector, one
PSU is very important.’ It must be noted that India has the cheapest mo-
bile and data rates across the world. The government is considering capital infusion, including equity infu-
sion in the public sector telecom company. The government is also working out introduction of 4G services, after
members expressed concern over lack of technology up-​gradation by
BSNL. BSNL has to spend 75% of its revenues in paying salaries to em-
ployees, while private companies have very low employee cost. BSNL has informed that there is no proposal to lay off over 54,000 em-
ployees. As per TRAI report the total market share of BSNL is 10.72%
as on 31 March 2019, including 9.96% in mobile wireless technology.
However, stiff competition in mobile segment, high employee cost, and
absence of 4G services (except in few places for BSNL in the data-​centric
telecom market) is adversely affecting the competitive strength of B"
"33","Future of the Future Group: E-commerce Retail Giant","Indian Business Case Studies Volume IV (Oxford University Press, 2022)","Retail/E-commerce","2022","CASE: To be, or not to be. the Hamletian dilemma has often dogged Future
Group founder and CEO Kishore Biyani. He has often been candid about
his ambitious plans, but hasn’t been able to walk the talk so far. Biyani’s
announcements about his new ventures and exits from the existing ones,
apart from fundraising to fuel future expansion, have only one thing in
common—​remarkable inconsistency. The Case Study Rewrite Rules, Retain Values is the principle with which Kishore Biyani
the founder of the Future Group has started his entrepreneurial journey
in the 1980s in Mumbai. Institutes, Pune, India 2022. Today the Future group, a conglomerate company is handling a
wide portfolio of brands in Food, FMCG, and Fashion, pioneering
country’s modern retail network. In retail sector the company
has brands like Big Bazar, FBB, Central, and Nilgiris. Tasty Treat,
Golden Harvest, Karmiq, Kara, Sunkist, ThinkSkin, Mother Earth,
Kosh, Nilgiris are among the leading brands in food sector from the
Future Group. The flagship company of Future Group, Future Retail Ltd. W5 was
incorporated in 2007. The company has developed presence across
India with approximately 50 million customer base as of March 2019.
Kishore Biyani was called as father of Indian Retail Sector. With
such a glorious background, what went wrong to an extent that the
group is now in financial distress, is the problem statement of this
case study. According to Soumya Gupta, the trademark of Future Group is
rapid, inorganic growth. In the last decade, Future Group has mu-
tated considerably through a stream of acquisitions, sales, and
spin-​offs. Year-​on-​year comparisons have become so difficult that
most analysts tracking the group’s five listed entities have stopped
coverage. His take on e-​commerce and speciality retail has wavered. The am-
bitious plan to sell a 10% stake in Future Group to a foreign port-
folio investor (media reports say it is Amazon) has not materialized.
However, Biyani’s grandstanding has helped. Dalal Street investors
have bet on Future Group’s listed companies despite their tepid
growth and mounting debt. But institutional investors have been
circumspect. Biyani, the face of Future Group, hasn’t given up on his ambitious
plans. He wants to make it the largest retailer in India (now Reliance
Retail). He has been piloting a restructuring exercise in various group
companies for over three years. It is aimed at growing the top line
and bottom line, improving margins, and, most important, re || SOLUTION: According to industry sources, Future Group’s financials are under severe
stress. ‘Only a quick sale can save his empire from defaulting on loans,’
says a Mumbai-​based investment banker. Biyani is struggling to complete
the sale of a major portion of his retail assets. To avoid defaults he needs
to do it before August, when EMI moratorium ends. If he does not sell the
assets, he will not be able to make loan repayments with interest that run
into hundreds of crores, say banking sources. Credit rating agency Icra Ltd is the lead agency that rates debt issued by
FCRL. As of 16 January this year, it had ratings for five debt instruments
issued by the company, amounting to a total of Rs 1,400 crores. All of
them are rated BBB-​, meaning they carry a ‘moderate degree of risk’ of
defaulting on outstanding obligations. The outlook on this rating is stable
as per the January report. Each tranche of FCRL’s long-​term loans has re-
mained at a BBB-​rating since June 2012. The rapid inorganic growth with inconsistent business decisions is the
causes of the financial distress of the Future Group. In the last decade,
Future Group has mutated considerably through a stream of acquisitions,
sales"
"34","Phoenix: Business Rejuvenation","Renvoi Business Management Cases (Amity/Partridge Publishing, 2017)","Strategic Management","2017","CASE: ABC Ltd. is in the business of providing transformation services to
Telecom Service Providers (TSPs) worldwide. It is a wholly owned subsidiary
of a global telecom major and has successfully leveraged its telecom heritage
to provide quality outsourcing and transformation services to key customers
across the world. The company started operations successfully, winning a large
outsourcing deal from a well-known UK based TSP. This got it the visibility
and momentum. The team at ABC Ltd. grew rapidly and began an ambitious
plan for growth and expansion. The parent company had been in the telecom
business for almost a century and had a wealth of experience in managing
telecom operations. ABC Ltd. was seen as a great vehicle to monetise the
operational expertise it had garnered over the years. It was seen as a great idea
to expand its business. The quick initial success showed they had hit the right
spot. There was optimism all around. Setting The Stage The leadership at ABC Ltd. began hiring consultants that would help
develop its expansion plan. Simultaneously workshops and offsite brainstorming
sessions were organized. The company added a few smaller clients in addition to
their one large client. The mood was upbeat and fuelled even more ambitious
planning. The leadership began to spend more time on planning and lesser time
on execution. New ventures usually require hands-on leadership for extended
periods. Key leadership aspects were delegated, and consequently the efficiency
was compromised. As a result, couple of years passed and ABC Ltd. was unable
to achieve any significantly large deals. While the relationship with its existing
high-value as well as low-revenue generating customers remained strong and
profitable, there were not successful in winning business from new customers. While the top-line showed no improvement, the leadership still showed a
healthy EBITDA (Earnings before interest, taxes, depreciation, and amortization)
margin by ensuring cost cutting and a cautious cost structure. As a result the
bottom-line looked strong. In fact, the business head of ABC Ltd. once during
an annual review with the parent company, said with almost a sense of pride
that he seemed to have mastered the skill of how to make a company survive
even without adding a single significant new client to the business. The larger organisation at ABC Ltd. meanwhile lost its initial optimism
due to a series of lost deals. As it usually happens in such situations, people
started || SOLUTION: As the team kicked off the new fiscal year in April 2011, there were several
accomplishments in the preceding four months: 1. A large deal had been struck in the Middle East that had paved the way for a new line of business which was a relative blue ocean for ABC Ltd. given its telecom heritage. 2. In a dramatic move, Govind publicly announced the dissolution of the multiple fiefdoms into a merged group, effectively rendering the main actors of the fiefdoms rudderless. Given the widespread support for the move, the overall head had to go ahead with the decision despite his reluctance. 3. The relationship with the GTM partner was revived. A fresh partnership, with proper governance, was struck. This led to a positive sentiment to flow on both sides of the organization. 4. Govind had developed an overall strategy for revival in the market which he called the “4 Pillar – 3 Pivot” strategy. He had identified talented, energetic, and passionate employees across functions who were really looking to positively contribute to ABC Ltd.’s growth. Govind worked with them personally to bring them on board to sign up to the heavy lifting that will be required to execute his new strategy. These e"
"35","Where Future Meets Printing","Renvoi Business Management Cases (Amity/Partridge Publishing, 2017)","Marketing/Technology","2017","CASE: This case study provides its readers with an analysis and evaluation of the
current and prospective possibilities of the printer world. The method of data
collection and compilation for this case study was market research conducted
by Printodome and personal interviews with key experts from the industry.
Results of this study will show its readers the prominent gap between the
technological advancements in printer technology and the gaps that still exist
in the area of maintenance and service. It will highlight the importance of
integration between technology and service. Printodome’s technology driven
platform will be discussed, which serves on-demand as well as e-commerce
services and products related to printers. Introduction Printers and print accessories have now been an integral part of our
technologically inclined lifestyle for quite some time. In addition to office
use, which already has a very high utility of printers and print accessories,
home based use of printers has also increased significantly. New brands,
manufacturers and distributors, branded or otherwise, are flooding the
technological market. This is creating lot of competition within the market
which is negatively influencing the customers as it is increasing confusion as
well as trust issues. Therefore, there is a need of an expert for the suppliers as well as the end
users or customers. The expert needs to understand needs and dilemmas, and
help by working out options which are cost effective, sustainable and time
efficient. A brand should be such that suppliers are respected and trusted by
the consumers, and the consumers also have utmost comfort of availability of
product and service at their time and convenience. In business and life, ‘every dollar saved is a dollar earned’. The dilemma
now is how to solve such issues where the market is scattered and the consumer
desires a ‘one click’ solution worldwide. Setting The Stage This dream of uniting various aspects of printing needs started more than
a decade ago. Mr. Sandeep Arora, founder and CEO of Printodome became a
member of the printer community under the brand name of Cartridge World,
a brand well known for its cartridge and cartridge refilling solutions. Corporate
usage of printers and print accessories was growing fast and was highly in
demand as a hard copy of data was of utmost necessity. The home usage market
of printers was being explored and targeted. Even then, the scenario in the print
market was the same; there were m || SOLUTION: Printodome is currently focusing on a three year growth plan, where
their initial target of integrating Delhi-NCR has been successful. With the 20 technological advancements growing rapidly, the aim of this platform is also
to integrate 3D printing into their brand, mainly focusing on the medical
advancements with 3D printing. Print technology in 3D printing has already
made an impact in many ways like in small scale model designing and printing.
An example of this is Weta Workshop, New Zealand, who have used this
technology to create costumes and other artefacts used in Oscar winning
movies. In recent updates on medical 3D printing, it is seen that the Food
and Drug Association (FDA) has recognized, accepted and approved the
first tablet printed by using a 3D printer. There have also been technological
advancements in erasable ink printing. Printodome aims to be the priority
platform for MNCs who intend to launch their products in the Indian as well
as the Asian market. With this, it aims to be a recognized brand globally for
everything related to printing. Acknowledgements This research was supported by Mr. Sandeep Arora, Founder/CEO of
Printodome. We would like to thank Mr. Ranb"
"36","Last Mile Connectivity: Broadband in Rural India","Renvoi Business Management Cases (Amity/Partridge Publishing, 2017)","Telecom/Rural Development","2017","CASE: Internet is considered to be the one of the most important inventions of
the 20th century. The ability to connect different types of hypertext document
to an information system is a remarkable achievement. During the late 20th
century Internet played a major role in revolutionizing commerce, culture and
technology. Although life without Internet seems to be an impossible task,
there are many places where Internet is being used sparsely. Therefore, in order
to connect the unconnected, a sustainable and affordable form of technology
needs to be adopted. Setting The Stage Research shows that accessibility to reliable and affordable internet
connection is a self-reinforcing enabler for high standard of living. However
half of the world population live in areas where Internet connection is sparsely
available. Today Internet connects almost 3 billion people worldwide, as shown
in Exhibit 1. Half of these Internet users belong to developing countries which
have a significant economic potential. India is one of the developing countries
which offers a notable example of Internet growth potential. Exhibit 1: Internet Users Worldwide Penetration World Year Internet Users (% of Population Population) 2016 3,424,971,237 46.1 % 7,432,663,275 2015 3,185,996,155 43.4 % 7,349,472,099 2014 2,956,385,569 40.7 % 7,265,785,946 2013 2,728,428,107 38.0 % 7,181,715,139 2012 2,494,736,248 35.1 % 7,097,500,453 Source: www.InternetLiveStats.com Internet in today’s environment plays an important aspect in everybody’s
life. For some, Internet refers to a way of socializing and for some it refers to
the way to conduct business. Others use internet for entertainment. Internet
also enables an individual to do things efficiently and effectively. Today broadband is not only seen as a medium to search for information;
it is also used to guarantee development of economy and overall social
improvement. Therefore, it is imperative to ensure that everyone is connected
to Internet in some way or the other. However there are many countries or
regions in the world where internet accessibility is very poor. India is ranked second in the number of internet users worldwide. There
are 350 million Internet users in India. However out of these only 289
million users belong to the urban population and the rest 61 million belong
to the rural areas. The overall internet penetration is only 27%. There is a
significant mismatch between the number of internet users in urban and rural
population. Internet pene || SOLUTION: The traditional business model for providing internet connection in rural
sector cannot be sustained because the population density is low and the cost of
service provision in the rural sector is high. Therefore in order to be successful
an out-of-the-box business model needs to be adopted so as to balance out
the high cost of service provision and the low paying capacity of individuals
in the rural sector. In order to make broadband connectivity in rural areas a
successful business model, all the stakeholders like government, entrepreneurs,
service providers, regulators, NGOs and the government need to actively
participate in order to achieve 100% internet access in India."
"37","Impact of Applications on the Digital Economy","Renvoi Business Management Cases (Amity/Partridge Publishing, 2017)","Technology/Digital Economy","2017","CASE: A new phase that has been taking shape lately is the ‘application driven’
phase (technology). The impact of the Internet and technology has been evident
especially in the last decade. The dependence and the immersion of internet in
our lives has had a great impact on the economy as well. The internet bubble
and the dot com boom were signs of concern, but this era has withstood the
test of time. Technology has started impacting every possible field. Over the
years, technology giants such as Google, Facebook etc. have taken charge of
a significant portion of the economy. Originally when computers came into
commercial use, it immensely benefited the common man. However, as years
progressed and technology advanced, miniaturization came into play, and
applications were introduced to the market. In a developing country like India, price and affordability is always
a huge factor. The mobile phone is cheaper and more accessible than any
other technological device such as a laptop, tablet or a desktop. This led to
a significant increase in the number of mobile phone users in the country.
Smartphone usage has also increased, and the number of smartphone users in
India continues to grow rapidly. This rapid increase in smartphone users has led to an increase in number
of applications being used. There are over 200 million smartphone users in
India. The average smartphone user is observed to spend around 169 minutes per day on their device. Given the diverse demographic distribution of the
Indian population, smartphone usage varies significantly. It has been observed
that there is an upward trend in the time spent on applications by an average
user on their smartphone. This leads to a big concern – ‘data rates’. High data
rates dissuade smartphone users from browsing the Internet extensively. While
the technological advancements in the cellular industry in both hardware and
software continue, lowering of data rates is imperative to increase adoption. It
is expected that increase in data consumption will also lead to an increase in
application downloads. It is important to understand the economic theory of law of demand and
supply. When advancement in data technology is introduced, it reduces the
price of the previous technology, which in turn leads to an increase in the
consumption. For instance, the launch of the Reliance Jio project in 2016
was met with enthusiastic response. The competitors have also had to play
along to remain competitive. Every time a new technolo || SOLUTION: Consequentially, the increased smartphone penetration and data usage will
lead to the inclusion of applications in the consumer’s life. • FinTech (Finance – Technology) in a form of digital wallets. Payment portals are reducing the dependence on traditional financial instiutions. • E-commerce portals have been competing with basic traditional businesses and day to day trade. • Books are being replaced by online e-books that can be stored and accesed digitally. • Farmers have started to use apps like ‘Mandi Trades’ that helps them find the right buyers by eliminating middlemen. • Social neworking mainly takes place through the medium of platforms such as Facebook, Instagram, Twitter etc. 30 Ther are numerous other examples. A common thread is that they are are
impacting and benefitting consumers. Using a completely virtual enviornment
is not merely beneficial for the consumers, but also for companies as it allows
them to reach out to a larger audience, and in a more personalized manner. Section International Business"
"38","Investments and India: FDI Trends","Renvoi Business Management Cases (Amity/Partridge Publishing, 2017)","Finance/International Business","2017","CASE: India’s approach to foreign investment has seen a great change since
the early 1990’s when the structural economic reforms were introduced and
brought to the country. The Indian government earlier practiced and ran a very
protected and controlled economy that did not allow free trade from across the
globe. However, a new reform was set in motion that would result in a relatively
liberal economy. The Balance of Payments crises at that time pushed for it and
expedited the process resulting in a liberal India. The commencement of the reform segregates the growth period of the
Indian economy into two phases – Pre Liberalization and Post Liberalization,
which denotes the period before and after the reform. In order to understand
and analyse the impact and the trends of FDI (Foreign Direct Investment) on
the country, it is essential to observe the impact of the reform and gauge if it
has led to a positive or a negative outcome for the country and the economy. Case Discussion Statistically, the GDP was close to 3.7 - 4% before liberalization and has
gone as high as 7.6% in 2015. The protectionist economy has led to the FDI
policy being very cautious and selective in view of the import substitution
strategy of industrialization. However, as times progressed, the need for
becoming self-reliant led to FDI gradually starting in fields of high technology
for national development; but was restricted to some parts especially in low
tech areas to mainly protect the local and domestic industries. However, this
did not mean that foreign collaboration was not taking place; it was just
limited to and was only taking place in the public sector and government
initiatives. It was intermittent in the private sector as government authorization
was a difficult task which led to the nationalization of certain crucial sectors
such as banks and foreign oil majors. This situation lead to stagflation and
technological obsolescence in India which was leaving a negative impact on
the economy, thereby restricting growth. Realizing this as a major drawback and a setback for the nation, the
restrictions on certain sectors and areas such as power, telecommunications,
oil and natural gas was relaxed and eventually in 1991 the government finally
embraced economic liberalization. The aim was to get rid of the stagnating economy, increase growth potential in the nation, and ensure a higher level
of integration with the world economy. The new policy and reform led to an
increase in the inflow of  || SOLUTION: The government has taken, and continues to take several measures for the
continuance of the investments. Measures like increasing the FDI equity cap
from 74% to 100% in the telecom sector has given rise and incentive to players
like Aircel. Moreover, the approval of 51% in the retail sector has been seen as
a huge step as the retail sector has immense potential to grow. The approval
to set up JV’s (Joint Ventures) outside India has become more streamlined. Progressively, the impact of the trends and liberalization has made India a
favourable destination for investments. The measures taken by the government
along with the geopolitical standing of India, given certain characteristics
such as democracy, stability in the political environment, large pool of skilled
labour and low costs of labour, add to the incentives. There is still a belief that
there is a better need and improvement for factors like improved governance
and removal of red tape which would lead to faster approvals and sanctions,
elimination of scams and promotion of Indian intellect. The main factor as per research that have contributed to the preference is
primarily the economic strength of the country which influenc"
